manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,product__arm_height,product__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product_styles
603508,080-432310748-0,,16.00,36.00,83.00,True,1498.50,1998.00,False,Furniture,Guildmaster,Bedford Display Cabinet,Artisan Stain with White Wash finish on rolling display cabinet. Interior finished in Manor Graystone.,Hand Painted,,,,,,,,1,IDN,O-100405,,,,,,,,,,,False,,"Artisan Stain, Manor Greystone",,,,,,Wood,,,False,,,,,,,,False,,,,,198.40,39.00,79.50,18.50,,,,,,,,,Transitional
7011-056,081-800802451-1,23.00,14.00,16.00,20.00,True,217.50,290.00,False,Furniture,Dimond Home,Bedford Side Table,"At Dimond Home, we believe that Modern Abstract Sculpture and functional furniture are in no way mutually exclusive. Introducing our Bedford Mahogany Side Table. More than just an appealing contemporary aesthetic, each piece's dynamic construction is a complement of crisp, flat planes joined with a shimmering Golden metal brace to form a provocative, glamorous objet d'art. So whether what's needed is a practical surface or distinctive symbol, the ZX makes a bold forward statement. Tasteful Restoration Grey finish.",,,,,,,,,1,IDN,O-100406,,,,,,,,,,,False,,Restoration Grey,,,,,,"Solid Mahogany, Metal",,,False,,,,,,,,False,,,,,61.60,16.90,22.40,15.40,,,,,,,,,Modern / Contemporary
D2681-HUE-B,083-033502683-9,3.80,17.00,17.00,30.00,True,412.50,550.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Table Lamp In Polished Chrome - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-100407,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,"Chrome, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,Pure White Faux Silk Hardback Shade With Pure White Fabric Liner,,Hue,True,,60,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
D2681-HUE-D,083-033503040-9,3.80,17.00,17.00,30.00,True,372.00,496.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Table Lamp In Polished Chrome - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-100407,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,"Chrome, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,Pure White Faux Silk Hardback Shade With Pure White Fabric Liner,,Hue,True,,60,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
D2681-LED,074-811907987-5,3.80,17.00,17.00,30.00,True,312.00,416.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Led Table Lamp In Polished Chrome,A Solid Optic Crystal Column Is Mounted On A Chrome Footed Base. The Hardback Shade Is Pure White Faux Silk With A Matching White Fabric Liner. Two 9.5 Watt Led Medium Base Bulb(Included) Are Controlled By Individual Pull Chains Which Are Finished In Cast,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulbs",,,,,,,,1,CHN,O-100407,,,,,Yes,LED,,66,,,False,,"Chrome, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,Pure White Faux Silk Hardback Shade With Pure White Fabric Liner,,Double Pull Chain,True,,9.5,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
D2682-HUE-B,083-033502684-6,3.80,17.00,17.00,30.00,True,412.50,550.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Table Lamp In Aged Brass - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-100407,,,,,Yes,A19 LED,Gold,66,,Philips Friends of Hue,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,White Faux Silk Hardback Shade With White Fabric Liner,,Hue,True,,60,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
D2682-HUE-D,083-033503041-6,3.80,17.00,17.00,30.00,True,372.00,496.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Table Lamp In Aged Brass - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-100407,,,,,Yes,A19 LED,Gold,66,,Philips Friends of Hue,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,White Faux Silk Hardback Shade With White Fabric Liner,,Hue,True,,60,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
D2682-LED,074-811907988-2,3.80,17.00,17.00,30.00,True,312.00,416.00,False,Indoor Lighting,Dimond Lighting,Bedford Solid Crystal Led Table Lamp In Aged Brass,A Solid Optic Crystal Column Is Mounted On A Aged Brass Footed Base. The Hardback Shade Is Pure White Faux Silk With A Matching White Fabric Liner. Two 9.5 Watt Led Medium Base Bulb(Included) Are Controlled By Individual Pull Chains Which Are Finished In,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulbs",,,,,,,,1,CHN,O-100407,,,,,Yes,LED,,66,,,False,,"Aged Brass, Clear",,False,False,,,"Crystal, Metal",2,,False,,,,,White Faux Silk Hardback Shade With White Fabric Liner,,Double Pull Chain,True,,9.5,,,6.00,27.00,17.00,19.00,,,,,,,,,Traditional
7117535,080-434320127-4,414.00,12.00,30.00,32.00,True,448.50,598.00,False,Furniture,Guildmaster,Bedside Table W/Covered Tin,Cypress finish on  mahogany table. Aged tin covered table top and drawer fronts. Antiqued hardware.,,,,,,,,,1,IDN,O-100408,,,,,,,,,,,False,,Cypress,,,,,,Mahogany,,,False,,,,,,,,False,,,,,40.00,33.00,36.00,15.00,,,,,,,,,Traditional
3183-026,084-355816077-8,14.30,17.72,16.00,21.00,True,271.50,362.00,False,Furniture,Sterling,Beefcake Accent Table,"Why, yes, I would like another heaping forkful of style-meets-substance. With its richly grained firwood paneling and modish stainless steel frame, the Beefcake Accent Table is a delicacy. Hand-finished in Dark Walnut, with just a hint of Light Grey wash. Fashionable Modern Farmhouse application. Handcrafted.",Ample Single Drawer.,Features Design-On Floor Pads.,,,,,,,1,CHN,O-100409,,,,,,,Brown,,,,False,,"Walnut, Stainless Steel",,,,,,"Stainless Steel, Tempered Glass",,,False,,,,,,,,False,,,,,20.90,22.44,25.39,20.47,,,,,,,,,Transitional
3183-027,084-355816078-5,31.90,24.00,42.00,18.00,True,523.50,698.00,False,Furniture,Sterling,Beefcake Coffee Table,"Why, yes, I would like another heaping forkful of style-meets-substance. With its richly grained firwood paneling and modish stainless steel frame, the Beefcake Coffee Table is a delicacy. Hand-finished in Dark Walnut, with just a hint of Light Grey wash. Fashionable Modern Farmhouse application. Handcrafted.",Features Design-On Floor Pads.,,,,,,,,1,CHN,O-100409,,,,,,,Brown,,,,False,,"Walnut, Stainless Steel",,,,,,"Stainless Steel, Tempered Glass",,,False,,,,,,,,False,,,,,42.90,46.73,22.52,28.74,,,,,,,,,Transitional
3183-022,084-355816079-2,37.40,14.00,47.00,32.00,True,568.50,758.00,False,Furniture,Sterling,Beefcake Console Table,"Why, yes, I would like another heaping forkful of style-meets-substance. With its richly grained firwood paneling and modish stainless steel frame, the Beefcake Console Table is a delicacy. Hand-finished in Dark Walnut, with just a hint of Light Grey wash. Fashionable Modern Farmhouse application. Handcrafted.",Features Design-On Floor Pads.,,,,,,,,1,CHN,O-100409,,,,,,,Brown,,,,False,,"Walnut, Stainless Steel",,,,,,"Stainless Steel, Tempered Glass",,,False,,,,,,,,False,,,,,47.30,51.97,36.02,18.70,,,,,,,,,Transitional
D3782,084-355815892-8,3.50,7.87,7.87,9.84,True,42.00,75.60,False,Indoor Lighting,Dimond Lighting,Behold Table Lamp,,,,,,,,,,1,CHN,O-100410,,,,,,G9,,66,,,False,,"Concrete, Chrome",,False,False,,,"CONCRETE, METAL, GLASS",1,,False,,,,,Glass,,On-Off Line Switch,False,,,,,8.00,12.00,10.00,10.00,,,,,,,,,Modern / Contemporary
3170-013/S3,084-355813793-0,84.10,16.00,48.00,18.00,True,436.50,582.00,False,Decorative Accessory,Sterling,Belgian Linen Storage Trunks,"Traveling in comfort and ingenious versatility have always gone together. Presenting our vintage-evocative Belgian Linen Storage Trunks: Each stylishly crafted trio features sturdy woodwork accentuated with elegant Cream Linen components and button-tufted surface cushioning, industrial-esque metal joinery, and convenient handles. Ideal for adding versatility and classic appeal to any rustic executive or residential setting.",,,,,,,,,3,CHN,O-100411,,,,,,,,,,,False,,"Light Oak, Natural",,,,,,"Fabric, Wood",,,False,,,,,,,,False,,,,,90.40,32.30,34.70,18.50,,,,,,,,,Traditional
643210,080-432310847-0,,18.00,72.50,42.00,True,1948.50,2598.00,False,Furniture,Guildmaster,Belle Grove Credenza,Manor Graystone with Heritage Grey Dark Stain finished on carved wood credenza with beveled mirror door panels.,Hand Painted,,,,,,,,1,IDN,O-100412,,,,,,,,,,,False,,"Heritage Dark Grey Stain, Manor Greystone",,,,,,Mahogany,,,False,,,,,,,,False,,,,,197.00,75.00,47.00,21.00,,,,,,,,,Traditional
695028PMGG,080-434319063-9,,20.00,24.00,39.00,True,748.50,998.00,False,Seating,Guildmaster,Belle Grove Dining Chair - Set Of 2,Manor Garden Gate finish on dining chair with upholstered linen. Pair.,,,,,,,,,2,IDN,O-100413,,,,,,,,,,,False,,Manor Garden Gate,,,,,,"Mahogany Solid Wood, Rattan, Linen",,,False,,,,,,,,False,,,,,69.00,29.00,48.00,25.00,,,,,,,,,Traditional
103007,080-432303007-8,,3.00,27.00,36.00,True,298.50,398.00,False,Wall Decor,Guildmaster,Belle Grove Mirror,Reclaimed tin mirror finished in distressed Crackle White. Clear mirror.,,,,,,,,,1,IDN,O-100414,,,,,,,,,,,False,,Crackle White,,,,,,Tin,,,False,,,,,,,,False,,,,,15.60,30.00,40.00,5.00,,,,,,,,,Traditional
8905-310,081-800802817-5,4.40,60.00,36.00,1.00,True,342.00,456.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Grey, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,4.80,4.90,37.00,4.90,,,,,,,,,Transitional
8905-312,081-800802819-9,18.00,120.00,96.00,1.00,True,1777.50,2370.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Grey, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,21.00,7.00,98.00,7.00,,,,,,,,,Transitional
8905-313,081-800802820-5,25.40,144.00,108.00,1.00,True,2416.50,3222.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Grey, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,26.00,8.30,108.00,8.30,,,,,,,,,Transitional
8905-314,081-800802821-2,7.20,96.00,30.70,1.00,True,448.50,598.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Grey, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,7.70,6.70,31.00,6.70,,,,,,,,,Transitional
8905-320,081-800802824-3,4.40,60.00,36.00,1.00,True,342.00,456.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Antique Ivory, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,4.80,4.90,37.00,4.90,,,,,,,,,Transitional
8905-321,081-800802825-0,13.20,96.00,60.00,1.00,True,898.50,1198.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Antique Ivory, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,14.00,6.30,60.80,6.30,,,,,,,,,Transitional
8905-322,081-800802826-7,18.00,120.00,96.00,1.00,True,1777.50,2370.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Antique Ivory, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,21.00,7.00,98.00,7.00,,,,,,,,,Transitional
8905-323,081-800802827-4,25.40,144.00,108.00,1.00,True,2416.50,3222.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Antique Ivory, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,26.00,8.30,108.00,8.30,,,,,,,,,Transitional
8905-324,081-800802828-1,7.20,96.00,30.70,1.00,True,448.50,598.00,False,Decorative Accessory,Dimond Home,Belleville Handknotted Wool And Bamboo Viscose Rug,"Exhibit the unique story signature of a world-class craftsman with our gorgeous Belleville Series Rugs: The result of a time honored hand-knotting technique using pure wool and globally trend-setting, silky-smooth Bamboo Viscose; each durable, sophisticat",,,,,,,,,1,IND,O-100415,,,,,,,,,,,False,,"Antique Ivory, Silver",,,,,,"Wool, Bamboo Viscose",,,False,,,,,,,,False,,,,,7.70,6.70,31.00,6.70,,,,,,,,,Transitional
6000017,080-909600017-4,15.00,20.50,16.00,28.50,True,264.00,352.00,False,Furniture,Sterling,Bellingham Side Table,Single Pull Out Drawer For Light Storage. Oval Design Allows For Usage In Multiple Areas. Shelf At Base For Storage Or Display.,,,,,,,,,1,CHN,O-100416,,,,,,,,,,,False,,Brown,,,,,,Hardwood,,,False,,,,,,,,False,,,,,19.90,24.50,7.50,19.50,,,,,,,,,Traditional
6081126,080-909681126-8,2.50,,,,True,88.50,118.00,False,Seating,Sterling,Belvedere/Ciroc Arm Chair- (Cover Only),,,,,,,,,,1,,O-100417,,,,,,,,,,,False,,Belvedere,,,False,,,,,,False,,,,,,,,False,,,,,3.00,21.50,23.00,11.00,,,,,,,,,
6081185,080-909681185-5,2.50,,,,True,73.50,98.00,False,Seating,Sterling,Belvedere/Ciroc Slipper Chair - (Cover Only),,,,,,,,,,1,,O-100418,,,,,,,,,,,False,,Belvedere,,,False,,,,,,False,,,,,,,,False,,,,,3.00,21.50,23.00,11.00,,,,,,,,,
D1518-LED,074-811905928-0,7.00,17.00,17.00,33.00,True,174.00,232.00,False,Indoor Lighting,Dimond Lighting,Belvior Park Led Table Lamp In Aria Bronze And Iron,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-100419,,,,,Yes,A21 LED 3-Way,,66,,,False,,"Aria Bronze, Iron",,False,False,,,Iron,1,,False,,,,,Woodlawn Toast Linen Hardback Shade With Gold Fabric Liner,,3-Way,True,,9.5,,,12.00,25.00,14.00,15.00,,,,,,,,,Traditional
D1518,074-811901906-2,7.00,17.00,17.00,33.00,True,159.00,212.00,False,Indoor Lighting,Dimond Lighting,Belvoir Park 1-Light Table Lamp  Aria Bronze And Iron,,,,,,,,,,1,CHN,O-100420,,,,,No,A21 3-Way,,66,,,False,,"Aria Bronze, Iron",,False,False,,,Iron,1,,False,,,,,Woodlawn Toast Linen Hardback Shade With Gold Fabric Liner,,3-Way,True,,150,,,9.00,19.00,26.00,11.00,,,,,,,,,Traditional
6500555,080-909600555-1,77.20,21.00,40.00,34.80,True,294.00,392.00,False,Seating,Sterling,Bench,,,,,,,,,,1,IDN,O-100421,,,,,No,,,,,,False,,Natural Stain,,,False,,,Mahogany,,,False,,,,,,,,False,,,,,81.00,38.00,43.00,23.00,,,,,,,,,Traditional
6500557,080-909600557-5,77.20,21.00,40.00,34.80,True,294.00,392.00,False,Seating,Sterling,Bench,,,,,,,,,,1,IDN,O-100421,,,,,,,,,,,False,,Restoration Black,,,False,,,Mahogany,,,False,,,,,,,,False,,,,,81.00,36.00,41.00,22.00,,,,,,,,,Traditional
6500565,080-909600565-0,77.20,21.00,40.00,34.80,True,294.00,392.00,False,Seating,Sterling,Bench,,,,,,,,,,1,IDN,O-100421,,,,,No,,,,,,False,,Grey,,,False,,,Mahogany,,,False,,,,,,,,False,,,,,81.00,38.00,42.00,23.00,,,,,,,,,Traditional
6071413,N/A,,,,,True,186.00,248.00,False,Seating,Sterling,Bench Legs Only,,Bench Legs Only,,,,,,,,1,,O-100422,,,,,,,,,,,False,,Brown,,,False,,,Wood,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,
5008800,N/A,25.00,50.00,22.00,18.00,True,238.50,318.00,False,Seating,Sterling,Bench Straight Legs Aged Driftwood- Chair Only,,,,,,,,,,1,CHN,O-100423,,,,,,,,,,,False,,Aged Driftwood,,,False,,,"Hardwood, Muslin Fabric",,,False,,,,,,,,False,,,,,27.00,52.00,14.00,24.00,,,,,,,,,Traditional
5008900,N/A,,50.00,22.00,19.00,True,253.50,338.00,False,Seating,Sterling,Bench Turned Legs Aged Driftwood- Chair Only,,,,,,,,,,1,,O-100423,,,,,,,,,,,False,,Driftwood,,,False,,,Wood,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,
6071417,N/A,,,,,True,171.00,228.00,False,Seating,Sterling,"Bench, Turned Legs Only",,,,,,,,,,1,,O-100424,,,,,,,,,,,False,,Brown,,,False,,,Wood,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,
D2906,074-811909560-8,10.00,18.00,18.00,30.00,True,155.00,279.00,False,Indoor Lighting,Dimond Lighting,Benson 1 Light Table Lamp In Roasted Coffee,,,,,,,,,,1,CHN,O-100425,,,,,"No, No",A19,,,,,False,,Roasted Coffee,,,False,,,Metal,1,,False,,,,,Grey Fabric Shade,,,True,,100,,,12.00,31.00,18.50,18.50,,,,,,,,,
